query,candidate,label,category,city
cafe Oujda morning,"Café Al Bahia - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
fresh bread Rabat,"Goût de Meknès - casual restaurant in Meknes, cuisine: nan, rated 3.5/5",low,bakery,Rabat
good bar Fes nightlife,"Bar Isla Blanca - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
pharmacy open now Khouribga,"Pharmacie Tariq Meknes صيدلية طريق مكناس - casual pharmacy in Khenifra, cuisine: nan, rated 3.5/5",medium,pharmacy,Khouribga
relax wellness Marrakech,"Hammam Dar el-Bacha - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
place to stay Casablanca,"Hôtel Casablanca - casual hotel in Casablanca, cuisine: nan, rated 3.5/5",high,hotel,Casablanca
casual spa Meknes,"Rue Hammam El Anf - casual spa in Méchouar, cuisine: nan, rated 3.6/5",medium,spa,Meknes
budget cafe Timhadit,"Cafe - casual cafe in Timhadit, cuisine: moroccan, rated 3.5/5",high,cafe,Timhadit
best restaurant Fes good reviews,"Restaurant Makarim Tétouan - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5",medium,restaurant,Fes
pharmacy Casablanca,"Pharmacy - casual pharmacy in Casablanca, cuisine: nan, rated 3.5/5",high,pharmacy,Casablanca
bakery in Tetouan,"Big Boy - casual bakery in Meknes, cuisine: burger, rated 3.5/5",medium,bakery,Tetouan
hammam Rabat,"STORY Rabat Boutique Hôtel & Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Rabat
hammam Marrakech,"Derb Hammam - casual spa in Mechouar, cuisine: nan, rated 3.6/5",medium,spa,Marrakech
training club Essaouira,"Restaurant - casual restaurant in Berrechid, cuisine: nan, rated 3.5/5",low,gym,Essaouira
cafe Oujda morning,"Cafe Le Rond Point - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
training club Casablanca,"Paradise fitness gym - casual gym in Marrakech, cuisine: nan, rated 3.5/5",medium,gym,Casablanca
cafe Casablanca morning,"Bar à Boucles Rabat - casual hairdresser in Rabat, cuisine: nan, rated 3.5/5",low,cafe,Casablanca
budget gym Agadir,"Spa centre lavage - casual spa in Fes, cuisine: nan, rated 3.5/5",low,gym,Agadir
pharmacy Agadir,"Pharmacie Marina Agadir صيدلية مارينا أكادير - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
cafe Oujda morning,"Café Karam - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
place for drinks in Rabat,"Bar Casablanca بار كازابلانكا - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
cafe Oujda morning,"Café Outchi - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
bar Fes,"Bar Astour - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
bakery Agadir morning,"Mimissa Bakery - casual bakery in Agadir, cuisine: nan, rated 3.5/5",high,bakery,Agadir
gym Tetouan,"Chorouk Fitness - casual gym in Tetouan, cuisine: nan, rated 3.5/5, phone available",high,gym,Tetouan
restaurant luxury Guercif,"Riad Mahdi Meknes - luxury hotel in Meknes, cuisine: nan, rated 3.5/5",low,restaurant,Guercif
cozy cafe in Oujda,"Café Marrakech - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
bar Tangier,"Nord-Pinus Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5, phone available",high,bar,Tangier
best restaurant Oujda good reviews,"MEKNES's Bakery - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,restaurant,Oujda
budget bakery Rabat,"Café Fast food - budget fast_food in Bab, cuisine: nan, rated 3.5/5",low,bakery,Rabat
good bar Agadir nightlife,"Bakery Shop - casual bakery in Meknes, cuisine: nan, rated 3.5/5",low,bar,Agadir
relax wellness Marrakech,"Hammam Aharrar - casual spa in Tangier, cuisine: nan, rated 3.6/5",medium,spa,Marrakech
training club Aït,"Instagrill Rabat - casual restaurant in Rabat, cuisine: barbecue, rated 3.5/5",low,gym,Aït
good restaurant in Casablanca,"Le Duc Casablanca - casual restaurant in Casablanca, cuisine: nan, rated 3.5/5",high,restaurant,Casablanca
gym Casablanca,"Fitness Park - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
relax wellness Fes,"Hammam Aljazeera - casual spa in Meknes, cuisine: nan, rated 3.5/5",medium,spa,Fes
hammam Marrakech,"Hammam Paradis - casual spa in Marrakech, cuisine: nan, rated 3.5/5, phone available",high,spa,Marrakech
good bar Ifrane nightlife,"Bar À R C Chic - casual bar in Fes, cuisine: nan, rated 3.5/5",medium,bar,Ifrane
spa in Marrakech,"Hammam Rosa Bonheur - casual spa in Marrakech, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Marrakech
pharmacy open now Khouribga,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Khouribga, cuisine: nan, rated 3.5/5",high,pharmacy,Khouribga
relax wellness Agadir,"Hammam - casual spa in Tangier, cuisine: nan, rated 3.5/5",medium,spa,Agadir
good bakery Rabat,"Local bakery - casual bakery in Tangier, cuisine: nan, rated 3.5/5",medium,bakery,Rabat
where can i find a pharmacy in Agadir,"Pharmacy Propharma - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
luxury hotel Meknes,"Restaurant - casual restaurant in Bni, cuisine: nan, rated 3.5/5",low,hotel,Meknes
spa in Essaouira,"Hammam(femmes) - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
cafe near me Kénitra,"Barbershop Mido - casual hairdresser in Kénitra, cuisine: nan, rated 3.5/5",low,cafe,Kénitra
casual gym Marrakech,"Salle Tsouki Fitness & Musculation - casual gym in Essaouira, cuisine: nan, rated 3.5/5, phone available",medium,gym,Marrakech
fast food in Casablanca,"Ait agadir - casual fast_food in Casablanca, cuisine: nan, rated 3.5/5",high,fast_food,Casablanca
where can i find a pharmacy in Meknes,"Bonsai Sushi Bar - casual bar in Ifrane, cuisine: sushi;asian;japanese, rated 3.5/5",low,pharmacy,Meknes
casual cafe Oujda,"Café Marrakech - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
pharmacy open now Meknes,"Pharmacie Les Portes de Marrakech صيدلية أبواب مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",medium,pharmacy,Meknes
budget accommodation Meknes,"The Barbershop - casual hairdresser in Laattaouia, cuisine: nan, rated 3.5/5",low,hotel,Meknes
training club Rabat,"Lady Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",medium,gym,Rabat
spa in Kénitra,"Lady Fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",low,spa,Kénitra
coffee shop in Settat,"Restaurant Makarim Tétouan - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5",low,cafe,Settat
where can i find a pharmacy in Fes,"Pharmacie Diamant de Fès صيدلية جوهرة فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
cafe near me Oujda,"Ibis Meknes - casual hotel in Meknes, cuisine: nan, rated 3.5/5",low,cafe,Oujda
pharmacy open now Fes,"Pharmacie Ahel Fès صيدلية أهل فاس - casual pharmacy in Fes, cuisine: nan, rated 3.5/5",high,pharmacy,Fes
cafe near me Souk,"Chicken Spot Tetouan Parc - casual cafe in Souk, cuisine: nan, rated 3.5/5",high,cafe,Souk
place for drinks in Tangier,"Restaurant Abderrahman Karan مطعم عبد الرحمن كران - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",low,bar,Tangier
hammam Fes,"Riad Maison Bleue & Spa - luxury spa in Fes, cuisine: nan, rated 3.5/5, phone available",high,spa,Fes
spa in Meknes,"Hammam Azahir - casual spa in Meknes, cuisine: nan, rated 3.5/5",high,spa,Meknes
fast food near me Fes,"Pizzeria Fast Ford - budget fast_food in Fes, cuisine: nan, rated 3.5/5",high,fast_food,Fes
cafe Oujda morning,"Café - casual cafe in Ksar, cuisine: nan, rated 3.5/5",medium,cafe,Oujda
hairdresser Laattaouia,"Fresh Fade Barbershop - casual hairdresser in Casablanca, cuisine: nan, rated 3.5/5, phone available",medium,hairdresser,Laattaouia
bakery Casablanca morning,"Baguetterie Casablanca - casual bakery in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,bakery,Casablanca
hairdresser Laattaouia,"Bar à Boucles Rabat - casual hairdresser in Rabat, cuisine: nan, rated 3.5/5",medium,hairdresser,Laattaouia
where to work out in Fes,"Park fitness - casual gym in Fes, cuisine: nan, rated 3.5/5",high,gym,Fes
place for coffee in Meknes,"AL Barakate Bakery & Catering - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,cafe,Meknes
hotel Tetouan,"Riad Soul of Tetouan - luxury hotel in Tetouan, cuisine: nan, rated 3.5/5",high,hotel,Tetouan
cafe Meknes morning,"CAFÉ - casual cafe in Meknes, cuisine: nan, rated 3.5/5",high,cafe,Meknes
where can i find a pharmacy in Casablanca,"Pharmacie Route de Rabat - casual pharmacy in Casablanca, cuisine: nan, rated 3.5/5",high,pharmacy,Casablanca
training club Aït,"قاعة ومطعم اوميگا كلوب - casual gym in Aït, cuisine: nan, rated 3.5/5, website available, phone available",high,gym,Aït
restaurant Oued,"Restaurant - casual restaurant in Oued, cuisine: nan, rated 3.5/5",high,restaurant,Oued
where to eat in Oujda,"Restaurant Montana - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
hammam Kénitra,"hammam Pabst - casual spa in Essaouira, cuisine: nan, rated 3.5/5",medium,spa,Kénitra
spa in Casablanca,"Topkapi Hammams & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,spa,Casablanca
fitness center Meknes,"ANNEXES GYM - casual gym in Agadir, cuisine: nan, rated 3.5/5",medium,gym,Meknes
place for drinks in Ifrane,"Gym-Jardin - casual gym in Rabat, cuisine: nan, rated 3.5/5",low,bar,Ifrane
fast food near me Fes,"Café Le 44 - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",low,fast_food,Fes
where can i find a pharmacy in Agadir,"Pharmacie Agadir Oufella صيدلية أكادير أوفلا - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
place for drinks in Rabat,"Sky 5 Restaurant + Bar Tapas - casual bar in Tangier, cuisine: spanish;tapas, rated 3.5/5, website available",medium,bar,Rabat
budget gym Fes,"Chorouk Fitness - casual gym in Tetouan, cuisine: nan, rated 3.5/5, phone available",medium,gym,Fes
hammam Essaouira,"Arab Spa, Hammam Beldi Traditionnel, Massages, Soin esthetiques - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
bar in Fes,"Sky Bar (Hôtel Sahrai) - casual bar in Fes, cuisine: nan, rated 3.5/5, phone available",high,bar,Fes
grocery Tangier,"supermarket(Alcohol) - casual supermarket in Tangier, cuisine: nan, rated 3.5/5",high,supermarket,Tangier
where to eat in Oujda,"Restaurant Universitaire - casual restaurant in Oujda, cuisine: nan, rated 3.5/5",high,restaurant,Oujda
casual bar Tangier,"Sky 5 Restaurant + Bar Tapas - casual bar in Tangier, cuisine: spanish;tapas, rated 3.5/5, website available",high,bar,Tangier
where can i find a pharmacy in Aït,"Pharmacie Essenhaji Agadir صيدلية الصنهاجي أكادير - casual pharmacy in Aït, cuisine: nan, rated 3.5/5",high,pharmacy,Aït
burger place Tangier,"American Fast Food - budget fast_food in Tangier, cuisine: american, rated 3.5/5",high,fast_food,Tangier
where to eat in Tetouan,"Le Rital Tétouan - casual restaurant in Tetouan, cuisine: nan, rated 3.5/5, website available",high,restaurant,Tetouan
good bar Tangier nightlife,"Chico's Restaurant and Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5",high,bar,Tangier
spa in Agadir,"marjane supermarket - casual supermarket in Pachalik, cuisine: nan, rated 3.5/5",low,spa,Agadir
cafe Ksar morning,"Café مقهى آدم - casual cafe in Rabat, cuisine: nan, rated 3.5/5",medium,cafe,Ksar
good bar Fes nightlife,"Bar restau - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
best restaurant Oued good reviews,"Restaurant - casual restaurant in Oued, cuisine: nan, rated 3.5/5",high,restaurant,Oued
pharmacy Agadir,"Pharmacie Marjane Agadir صيدلية مرجان أكادير - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
place to stay Ksar,"Hotel - casual hotel in Chefchaouen, cuisine: nan, rated 3.5/5",medium,hotel,Ksar
massage Marrakech,"Taiba Hammam Turc - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
find me a restaurant Ksar open now,"Restaurant Agadir - casual restaurant in Guercif, cuisine: nan, rated 3.5/5",medium,restaurant,Ksar
place to stay Méchouar,"Hammam Mernissi - casual spa in Fes, cuisine: nan, rated 3.5/5, phone available",low,hotel,Méchouar
fast food near me Marrakech,"Fresh Fade Barbershop - casual hairdresser in Casablanca, cuisine: nan, rated 3.5/5, phone available",low,fast_food,Marrakech
bar in Fes,"AL Barakate Bakery & Catering - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,bar,Fes
supermarket Pachalik,"marjane supermarket - casual supermarket in Pachalik, cuisine: nan, rated 3.5/5",high,supermarket,Pachalik
where to eat in Ksar,"Snak Fast Medina - budget fast_food in Fes, cuisine: nan, rated 3.5/5",low,restaurant,Ksar
restaurant in Ksar,"Fast & Good - budget fast_food in Tangier, cuisine: nan, rated 3.5/5",low,restaurant,Ksar
spa in Ifrane,"Ait agadir - casual fast_food in Casablanca, cuisine: nan, rated 3.5/5",low,spa,Ifrane
bar Rabat,"favela bar - casual bar in Rabat, cuisine: nan, rated 3.5/5",high,bar,Rabat
cafe Oujda morning,"Café Venise - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
hammam Casablanca,"Spa Skin for life Casablanca - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
place for coffee in Oujda,"Café 5/5 - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
massage Essaouira,"Hammam(hommes) - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
casual cafe Majjate,"Café - casual cafe in Bab, cuisine: nan, rated 3.5/5",medium,cafe,Majjate
place for coffee in Oujda,"Café Arrihan - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
hotel Tangier,"Tangier Kasbah Hostel - casual hotel in Tangier, cuisine: nan, rated 3.5/5, website available, phone available",high,hotel,Tangier
where to work out in Marrakech,"Max Lady Gym - casual gym in Marrakech, cuisine: nan, rated 3.5/5",high,gym,Marrakech
burger place Rabat,"Fast & Good - budget fast_food in Tangier, cuisine: nan, rated 3.5/5",medium,fast_food,Rabat
i want to eat in Souk,"Chico's Restaurant and Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5",low,restaurant,Souk
where can i find a pharmacy in Aït,"Local bakery - casual bakery in Tangier, cuisine: nan, rated 3.5/5",low,pharmacy,Aït
grocery Tangier,"Pharmacie Route de Rabat صيدلية طريق الرباط - casual pharmacy in Tangier, cuisine: nan, rated 3.5/5",low,supermarket,Tangier
gym Fes,"Assal Hammam Salon & Spa - casual spa in Marrakech, cuisine: nan, rated 3.5/5, website available, phone available",low,gym,Fes
bakery Meknes morning,"Belhaj Fast Food - budget fast_food in Casablanca, cuisine: nan, rated 3.5/5",low,bakery,Meknes
casual hotel Fes,"Mimissa Bakery - casual bakery in Agadir, cuisine: nan, rated 3.5/5",low,hotel,Fes
pharmacy Agadir,"Pharmacie Agadir Bay صيدلية أكادير باي - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
pharmacy Meknes,"Pharmacie Meknès صيدلية مكناس - casual pharmacy in Meknes, cuisine: nan, rated 3.5/5",high,pharmacy,Meknes
place for coffee in Tetouan,"Café - casual cafe in Tetouan, cuisine: nan, rated 3.5/5",high,cafe,Tetouan
gym Oujda,"Hammam de la Rose - casual spa in Marrakech, cuisine: nan, rated 3.5/5, website available",low,gym,Oujda
place for drinks in Agadir,"Pizzeria Fast Ford - budget fast_food in Fes, cuisine: nan, rated 3.5/5",low,bar,Agadir
spa in Casablanca,"Rue Hammam El Anf - casual spa in Casablanca, cuisine: nan, rated 3.6/5",high,spa,Casablanca
burger place Tangier,"Pharmacie Les Portes de Marrakech صيدلية أبواب مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",low,fast_food,Tangier
fresh bread Tetouan,"MEKNES's Bakery - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",high,bakery,Tetouan
good bar Fes nightlife,"Salon Fath Bout y fes - casual hairdresser in Fes, cuisine: nan, rated 3.5/5, phone available",low,bar,Fes
find me a restaurant Souk open now,"Goût de Meknès - casual restaurant in Meknes, cuisine: nan, rated 3.5/5",medium,restaurant,Souk
fitness center Rabat,"Gym-Jardin - casual gym in Rabat, cuisine: nan, rated 3.5/5",high,gym,Rabat
spa in Tasoultante,"AL Barakate Bakery & Catering - casual bakery in Tetouan, cuisine: nan, rated 3.5/5",low,spa,Tasoultante
good spa Iqaddar,"Café Marrakech - casual cafe in Martil, cuisine: nan, rated 3.5/5",low,spa,Iqaddar
casual bar Fes,"Bar et restaurants - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
where can i find a pharmacy in Témara,"Pharmacie Riad Fès صيدلية رياض فاس - luxury pharmacy in Témara, cuisine: nan, rated 3.5/5",high,pharmacy,Témara
pharmacy Agadir,"Grande Pharmacie d'Agadir الصيدلية الكبرى لأكادير - luxury pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
where to buy food in Aourir,"GO FITNESS - casual gym in Casablanca, cuisine: nan, rated 3.5/5",low,supermarket,Aourir
place for drinks in Ifrane,"Nord-Pinus Bar - casual bar in Tangier, cuisine: nan, rated 3.5/5, phone available",medium,bar,Ifrane
fitness center Oujda,"Lina Fitness Center - casual gym in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",high,gym,Oujda
massage Marrakech,"Derb Hammam - casual spa in Marrakech, cuisine: nan, rated 3.6/5",high,spa,Marrakech
spa in Fes,"Le bain Maure hammam & spa - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
training club Meknes,"ANNEXES GYM - casual gym in Agadir, cuisine: nan, rated 3.5/5",medium,gym,Meknes
massage Fes,"Riad Maison Bleue & Spa - luxury spa in Fes, cuisine: nan, rated 3.5/5, phone available",high,spa,Fes
spa in Essaouira,"hammam Pabst - casual spa in Essaouira, cuisine: nan, rated 3.5/5",high,spa,Essaouira
cozy cafe in Settat,"Café Casablanca - casual cafe in Settat, cuisine: nan, rated 3.5/5",high,cafe,Settat
spa Rabat,"Flower Town Hotel & Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Rabat
fast food in Tetouan,"Ait agadir - casual fast_food in Casablanca, cuisine: nan, rated 3.5/5",medium,fast_food,Tetouan
cheap barber in Essaouira,"Bar salmane - casual bar in Rabat, cuisine: nan, rated 3.5/5, phone available",low,hairdresser,Essaouira
where to eat in Martil,"Boulangerie MEKNÈS - casual restaurant in Martil, cuisine: nan, rated 3.5/5",high,restaurant,Martil
casual cafe Oujda,"Times Square Café - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",high,cafe,Oujda
cafe near me Oujda,"Café Istanbul - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
spa in Fes,"Hammam Mernissi-Spa - casual spa in Fes, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Fes
where to sleep in Chefchaouen,"ANNEXES GYM - casual gym in Agadir, cuisine: nan, rated 3.5/5",low,hotel,Chefchaouen
fresh bread Agadir,"Mimissa Bakery - casual bakery in Agadir, cuisine: nan, rated 3.5/5",high,bakery,Agadir
casual spa Ifrane,"Hammam - casual spa in Ifrane, cuisine: nan, rated 3.5/5",high,spa,Ifrane
coffee shop in Oujda,"Café Rosa - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
pharmacy open now Akhlij,"Pharmacy (speak English well and understand your needs) - casual pharmacy in Akhlij, cuisine: nan, rated 3.5/5",high,pharmacy,Akhlij
good bar Fes nightlife,"Bar restaurant Tivoli - casual bar in Fes, cuisine: nan, rated 3.5/5",high,bar,Fes
bar in Fes,"Maison Maggie Tangier - casual hotel in Tangier, cuisine: nan, rated 3.5/5",low,bar,Fes
gym Casablanca,"Unique Fitness Club - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
restaurant in Oued,"Restaurant - casual restaurant in Ksar, cuisine: nan, rated 3.5/5",medium,restaurant,Oued
hammam Meknes,"Bar Astour - casual bar in Fes, cuisine: nan, rated 3.5/5",low,spa,Meknes
grocery Lamharza,"marjane supermarket - casual supermarket in Pachalik, cuisine: nan, rated 3.5/5",medium,supermarket,Lamharza
find me a restaurant Meknes open now,"Bar Jour Et Nuit - casual bar in Rabat, cuisine: nan, rated 3.5/5",low,restaurant,Meknes
pharmacy open now Tetouan,"Boulangerie Pâtisserie Chhiouate Fes - casual bakery in Fes, cuisine: nan, rated 3.5/5",low,pharmacy,Tetouan
burger place Tetouan,"Fast Food alamas - budget fast_food in Tetouan, cuisine: nan, rated 3.5/5",high,fast_food,Tetouan
i want to eat in Ksar,"Oasis Café Tetouan Park - casual restaurant in Souk, cuisine: nan, rated 3.5/5",medium,restaurant,Ksar
relax wellness Fes,"Hammam Bousouifa - casual spa in Fes, cuisine: nan, rated 3.5/5",high,spa,Fes
massage Tasoultante,"Derb Hammam Riad Laârouss - luxury spa in Marrakech, cuisine: nan, rated 3.6/5",medium,spa,Tasoultante
where to work out in Rabat,"Café Al Bahia - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",low,gym,Rabat
massage Marrakech,"Hammam Elkaram - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
gym Fes,"Yasser Gym Form - casual gym in Fes, cuisine: nan, rated 3.5/5, phone available",high,gym,Fes
restaurant Casablanca,"Raffaello Casablanca - casual restaurant in Casablanca, cuisine: nan, rated 3.5/5, phone available",high,restaurant,Casablanca
where can i find a pharmacy in Marrakech,"Pharmacie Marrakech صيدلية مراكش - casual pharmacy in Marrakech, cuisine: nan, rated 3.5/5",high,pharmacy,Marrakech
place to stay Ksar,"Unique Fitness Club - casual gym in Casablanca, cuisine: nan, rated 3.5/5",low,hotel,Ksar
good accommodation Casablanca,"Fast Food alamas - budget fast_food in Tetouan, cuisine: nan, rated 3.5/5",low,hotel,Casablanca
restaurant luxury Oujda,"Plaza Meknes - casual restaurant in Meknes, cuisine: nan, rated 3.5/5",medium,restaurant,Oujda
barber in Rabat,"Bar à Boucles Rabat - casual hairdresser in Rabat, cuisine: nan, rated 3.5/5",high,hairdresser,Rabat
fitness center Casablanca,"New life fitness - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
grocery Lamharza,"Supermarket - casual supermarket in Lamharza, cuisine: nan, rated 3.5/5",high,supermarket,Lamharza
where to work out in Meknes,"Le Park Fitness & Spa - casual gym in Fes, cuisine: nan, rated 3.5/5",medium,gym,Meknes
where to eat in Tetouan,"Snak Fast Medina - budget fast_food in Fes, cuisine: nan, rated 3.5/5",low,restaurant,Tetouan
good gym Agadir,"Hammam - casual spa in Kénitra, cuisine: nan, rated 3.5/5",low,gym,Agadir
place to stay Meknes,"Spa Skin for life Casablanca - casual spa in Casablanca, cuisine: nan, rated 3.5/5",low,hotel,Meknes
cafe near me Oujda,"Café 5/5 - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
spa in Tangier,"Rue Hammam Alanf - casual spa in Tangier, cuisine: nan, rated 3.6/5",high,spa,Tangier
bar in Agadir,"Hauptbar - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
hammam Marrakech,"Derb El Hammam درب الحمام - casual spa in Marrakech, cuisine: nan, rated 3.6/5",high,spa,Marrakech
quick bite Fes,"Joker Fast Food - budget fast_food in Fes, cuisine: moroccan, rated 3.5/5",high,fast_food,Fes
restaurant casual Majjate,"Boulangerie MEKNÈS - casual restaurant in Martil, cuisine: nan, rated 3.5/5",medium,restaurant,Majjate
grocery Aourir,"H'Kid supermarket - casual supermarket in Aourir, cuisine: nan, rated 3.5/5",high,supermarket,Aourir
good restaurant in Fes,"Bar à Boucles Rabat - casual bar in Rabat, cuisine: nan, rated 3.5/5",low,restaurant,Fes
pharmacy open now Meknes,"Pharmacie Aswar Meknès صيدلية أسوار مكناس - casual pharmacy in Meknes, cuisine: nan, rated 3.5/5",high,pharmacy,Meknes
bar in Agadir,"ô Bar - casual bar in Agadir, cuisine: nan, rated 3.5/5",high,bar,Agadir
spa in Marrakech,"Mouassine Hammam (ladies entrance) - casual spa in Marrakech, cuisine: nan, rated 3.5/5",high,spa,Marrakech
cafe near me Oujda,"Café Beni Mimoun - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
spa in Oujda,"Hôtel Atlas Terminus & Spa - casual spa in Oujda, cuisine: nan, rated 3.5/5, website available, phone available",high,spa,Oujda
where to work out in Marrakech,"Café - casual cafe in Ksar, cuisine: nan, rated 3.5/5",low,gym,Marrakech
training club Meknes,"My Gym - casual gym in Rabat, cuisine: nan, rated 3.5/5",medium,gym,Meknes
where can i find a pharmacy in Pachalik,"Green Village Rabat - casual supermarket in Rabat, cuisine: nan, rated 3.5/5, phone available",low,pharmacy,Pachalik
pharmacy open now Agadir,"Pharmacie Marina Agadir صيدلية مارينا أكادير - casual pharmacy in Agadir, cuisine: nan, rated 3.5/5",high,pharmacy,Agadir
spa in Tangier,"cafe Le Consul - casual cafe in Oujda, cuisine: nan, rated 3.5/5, phone available",low,spa,Tangier
pharmacy open now Meknes,"Pharmacie Route de Fès صيدلية طريق فاس - casual pharmacy in Meknes, cuisine: nan, rated 3.5/5",high,pharmacy,Meknes
relax wellness Agadir,"Spa - casual spa in Agadir, cuisine: nan, rated 3.5/5",high,spa,Agadir
luxury spa Casablanca,"Casablanca Suites & Spa - casual spa in Casablanca, cuisine: nan, rated 3.5/5",high,spa,Casablanca
luxury gym Essaouira,"pharmacy - casual pharmacy in Tangier, cuisine: nan, rated 3.5/5",low,gym,Essaouira
training club Oujda,"Hammam Aljazeera - casual spa in Meknes, cuisine: nan, rated 3.5/5",low,gym,Oujda
fresh bread Fes,"Boulangerie Pâtisserie Chhiouate Fes - casual bakery in Fes, cuisine: nan, rated 3.5/5",high,bakery,Fes
bar in Pachalik,"La vue de Rabat - casual cafe in Rabat, cuisine: nan, rated 3.5/5, phone available",low,bar,Pachalik
fresh bread Fes,"Baguetterie Casablanca - casual bakery in Casablanca, cuisine: nan, rated 3.5/5, phone available",medium,bakery,Fes
hammam Rabat,"Millenium Fitness & Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5, phone available",high,spa,Rabat
where to sleep in Tangier,"Hilton Tangier City Center - casual hotel in Tangier, cuisine: nan, rated 3.5/5, website available, phone available",high,hotel,Tangier
spa in Rabat,"Jetset Lounge and Spa - casual spa in Rabat, cuisine: nan, rated 3.5/5",high,spa,Rabat
training club Casablanca,"Unique Fitness Club - casual gym in Casablanca, cuisine: nan, rated 3.5/5",high,gym,Casablanca
coffee shop in Oujda,"Café Qobros - casual cafe in Oujda, cuisine: nan, rated 3.5/5",high,cafe,Oujda
bar Pachalik,"Bonsai Sushi Bar - casual bar in Ifrane, cuisine: sushi;asian;japanese, rated 3.5/5",medium,bar,Pachalik
